row,legacy_url,title,brand,match_method,ad_id
371,/advert/hmv/merry-christmas,Merry Christmas,HMV,external_id,92847a8f-18f7-4274-aa0d-cf2d3a1a5a23
576,/advert/formula-1/fia-2009-championship-dvd,FIA 2009 Championship DVD,Formula 1,external_id,4214cf23-cdb9-48d4-b99d-50b22cd0de47
604,/advert/xbox-360/the-beatles-rockband,The Beatles Rockband,Xbox 360,external_id,3517d396-f189-4a17-8b1a-65212afc04ab
910,/advert/lancome/genifique,Genifique,Lancome,external_id,554fc4a7-8510-4d6e-9db6-62ba05dbf93c
1098,/advert/hewlett-packard/dm3-notebook-pc,DM3 Notebook PC,Hewlett Packard,external_id,dc0c5a6a-bd57-4eb4-a7cd-18ce771cce6e
1239,/advert/burger-king/the-taste,The Taste,Burger King,external_id,f4b3f2af-e3ab-43ea-b956-049c6656ecee
1516,/advert/toshiba/t137-satellite,T137 Satellite,Toshiba,external_id,7f45eaf5-f418-433d-b781-a5695e1b05e1
1865,/advert/jeremy-clarkson/duel,Duel,Jeremy Clarkson,external_id,766e98bf-5317-4a0b-9865-31f1b29c3b4b
1961,/advert/asda/award-winning-whites,Award Winning Whites,Asda,external_id,2eedde31-e06d-4306-99cf-0f7f9b7efff1
2082,/advert/sunday-mirror/world-cup-2010,World Cup 2010,Sunday Mirror,external_id,141ebb07-c7e7-4574-b544-aacecdfdec5b
2392,/advert/olay/regenerist-3-point-treatment-cream,Regenerist 3 Point Treatment Cream,Olay,external_id,9c40435b-133f-490b-97e6-614e1ff9597a
2743,/advert/news-of-the-world/world-cup-2010,World Cup 2010,News Of The World,external_id,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
2774,/advert/schweppes/ginger-ale,Ginger Ale,Schweppes,external_id,c3737f87-71aa-4fa8-a8a0-360d0f647957
2994,/advert/avatar/the-game,The Game,Avatar,external_id,0b35057b-529c-4dc7-82dd-48cbf5605810
3254,/advert/try-another-language/spanish,Spanish,Try Another Language,external_id,f5352f5f-fc34-4691-8c0b-68f6114fdac8
3270,/advert/dfs/early-sale,Early Sale,DFS,external_id,f8c4e5ef-9cf7-4183-9b72-65849fb0cecc
4239,/advert/direct.gov.uk/the-policing-pledge,The Policing Pledge,Direct.gov.uk,external_id,46057165-1d2e-4876-afad-ca1fb7027ea0
4416,/advert/guerlain/idylle,Idylle,Guerlain,external_id,b791b945-9d53-4c3e-b4c7-bca13786398d
4472,/advert/boots/half-price-oral-b-toothbrushes,Half Price Oral-B Toothbrushes,Boots,external_id,a6915707-4fc3-4e8c-ab29-1a5853e55294
4643,/advert/citroen/c3---visiodrive,C3 - Visiodrive,Citroen,external_id,7cfd9e6a-a4a1-41f5-baa9-97a9abf72643
4990,/advert/nintendo-ds/legend-of-zelda-spirit-tracks,Legend Of Zelda Spirit Tracks,Nintendo DS,external_id,d6346500-90d3-485b-b688-5132d2478ff1
5587,/advert/canon/digital-ixus-200-is,Digital Ixus 200 IS,Canon,external_id,10cf6e46-76a1-4709-ad4e-67f831858c3b
6104,/advert/ealing-studios/st-trinian's-2---the-legend-of-fritton's-gold,St Trinian's 2 - The Legend Of Fritton's Gold,Ealing Studios,external_id,011f62c2-233a-4fe3-9f7b-e4fe50700cb9
6262,/advert/kfc/keep-the-fire-burning,Keep The Fire Burning,KFC,external_id,b828f196-dcdd-4e93-8993-91b28bd05a4f
6372,/advert/babyliss/curling-wand,Curling Wand,Babyliss,external_id,89a15971-1a43-4b4a-a23a-fae65e1c60bc
6614,/advert/best-sixties-album-in-the-world-ever/3-cds,3 CDs,Best Sixties Album In The World Ever,external_id,6142aca0-c389-4121-9bad-7c0ec84916d2
6650,/advert/yves-saint-laurent/elle-shocking,Elle Shocking,Yves Saint Laurent,external_id,afa04363-2ed7-4bec-8a43-b5e080d39e34
6898,/advert/ralph-lauren/romance,Romance,Ralph Lauren,external_id,7c4256c3-f38b-4426-a687-c0cb00b24392
6917,/advert/mcdonald's/festive-panto-escape,Festive Panto Escape,McDonald's,external_id,28b1384f-9c5d-429a-9b81-ab957bf22f1e
7117,/advert/tesco/computer-games,Computer Games,Tesco,external_id,bd0438e3-e0d0-42b6-9051-f86431b0fb43
7155,/advert/olympus/pen---call-me,Pen - Call Me,Olympus,external_id,ed4cd8a1-5e35-410b-81b0-b145542da551
7169,/advert/hmv/the-best-of-the-bbc,The Best Of The BBC,HMV,external_id,831af9f5-6bfa-4c7d-99fc-fa77dc7c3042
7295,/advert/the-tudors/series-3-dvd,Series 3 DVD,The Tudors,external_id,9a7c23aa-43d0-4b1b-a810-f78477717038
7490,/advert/icon/the-box,The Box,Icon,external_id,bdc586c0-11b2-4e1b-bc54-b4ff7d349f43
7518,/advert/schweppes/mistletoe,Mistletoe,Schweppes,external_id,603e650e-ead0-4098-aea5-3b1a04e5c19f
7718,/advert/marks-%26-spencer/xmas-2009---chocolate-knickers,Xmas 2009 - Chocolate Knickers,Marks & Spencer,external_id,16600345-cfcf-4d52-b535-3e9673c9a531
8290,/advert/asda/george-gifts,George Gifts,Asda,external_id,43b3a14a-c22d-4b85-b173-d7143f892ca8
8329,/advert/phones4u/nokia---exclusive-rihanna-album,Nokia - Exclusive Rihanna Album,Phones4u,external_id,d975d507-f345-46c7-a932-7f21065518e3
8359,/advert/subway/pedlo,Pedlo,Subway,external_id,d00c45c9-cca9-4159-b5f2-7834243ff926
8850,/advert/dell/studio-xps-16,Studio XPS 16,Dell,external_id,0d043798-eb0c-4411-8c93-5efcfef51a90
8968,/advert/ministry-of-sound/one,One,Ministry Of Sound,external_id,73562224-af74-4ed8-8a46-6d571eee46d5
9248,/advert/colgate/sensitive-pro-relief,Sensitive Pro-Relief,Colgate,external_id,1579ffe0-7401-46e6-8889-70d1540baf27
9754,/advert/john-lewis/sweet-child-of-mine---ipod,Sweet Child Of Mine - iPod,John Lewis,external_id,642e8cfa-a4cd-4e32-aabb-94fb28ba0cdb
9810,/advert/go-compare.com/barcombe-ladies-academy,Barcombe Ladies Academy,Go Compare.com,external_id,a84a9e18-0b95-4208-b96f-6910a123016a
9902,/advert/kate-moss/vintage,Vintage,Kate Moss,external_id,70fc1ac6-82b1-4593-93d9-aa231945ec80
9962,/advert/jacob's-creek/true-character,True Character,Jacob's Creek,external_id,027842e6-9ea6-45b5-89d1-08b6489f77b9
10195,/advert/chanel/no5,No5,Chanel,external_id,8cae4e0f-22e6-4768-950d-a609c62e2e4d
10939,/advert/sainsbury's/christmas-party-food,Christmas Party Food,Sainsbury's,external_id,9c9f0ac6-cfce-4857-a30c-88e7605a9ccc
10959,/advert/mumford-%26-sons/sigh-no-more,Sigh No More,Mumford & Sons,external_id,7178c282-38eb-403e-b0ad-33a3dbf0e87b
11732,/advert/blackberry/do-what-you-love,Do What You Love,BlackBerry,external_id,612c924e-4e90-4767-955c-139f3190f3be
12203,/advert/nhs/contraception---worth-talking-about,Contraception - Worth Talking About,NHS,external_id,7dc9a4d0-7e0c-44ad-918b-65fc07ebc573
12297,/advert/wii/just-dance,Just Dance,Wii,external_id,057f1330-c148-4420-914f-40bb48d0fe03
12418,/advert/chris-moyles/the-parody-album,The Parody Album,Chris Moyles,external_id,c662dcf3-fc6d-4539-8929-451547c5f9eb
12432,/advert/warner-bros/me-%26-orson-welles,Me & Orson Welles,Warner Bros,external_id,7ea4c3f0-ec69-4da9-88a4-db683da7835a
12591,/advert/nintendo/mario-%26-sonic-at-the-winter-olympic-games,Mario & Sonic At The Winter Olympic Games,Nintendo,external_id,5d1e4def-f54d-489f-8aed-785ca5c0e8f8
12698,/advert/camilla-kerslake/camilla-kerslake,Camilla Kerslake,Camilla Kerslake,external_id,042f3b5b-4c29-4036-9bff-3520a367a3f6
12747,/advert/dolce-%26-gabbana/time,Time,Dolce & Gabbana,external_id,132fe790-8177-40b4-ae73-8ec0e1e94cb8
13058,/advert/andrea-bocelli/my-christmas,My Christmas,Andrea Bocelli,external_id,13506b2b-fb07-4cc1-8c8d-a66554ec5b3c
13498,/advert/ub40/best-of-labour-of-love,Best Of Labour Of Love,UB40,external_id,7c590272-750f-4c52-83e4-fc42ad1e6838
13891,/advert/accurist/a-timeless-british-classic,A Timeless British Classic,Accurist,external_id,c90615a1-4584-49ea-9ce8-16a95a8ff1fd
14414,/advert/lg/direct-drive-washer,Direct Drive Washer,LG,external_id,848668f5-29bc-45d0-b898-7df0d47e227a
14940,/advert/boots/cold-%26-flu-products,Cold & Flu Products,Boots,external_id,f1b98fa7-3b5e-4d40-8b3a-efff2fc137ef
14998,/advert/marks-%26-spencer/dine-in-for-two,Dine In For Two,Marks & Spencer,external_id,58a3bdc0-49f5-49a9-9d38-0782bc51204f
15010,/advert/t-mobile/josh's-band,Josh's Band,T-Mobile,external_id,5b8396a5-cce1-4fec-a2fa-88d69837a3b2
15085,/advert/thorntons/believe,Believe,Thorntons,external_id,fa49107e-5f0e-461f-b0ae-bfdcea396b62
15438,/advert/tia-maria/mix-it-up,Mix It Up,Tia Maria,external_id,a8a9c4be-6034-4750-8360-0e778a2d5a33
16010,/advert/impulse/the-impulse-diaries---tourbus,The Impulse Diaries - Tourbus,Impulse,external_id,2d140129-e007-476d-9e7e-86d4c8f85d43
16064,/advert/warner-bros/sherlock-holmes,Sherlock Holmes,Warner Bros,external_id,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
16563,/advert/drambuie/unchanged-since-1745,Unchanged Since 1745,Drambuie,external_id,87852b6f-2f7c-4b9a-b253-0a2cb724d6da
16642,/advert/barnardo's/turning-lives-around,Turning Lives Around,Barnardo's,external_id,f72194ae-224f-4f08-83e3-29281c5bf4cc
16889,/advert/63336/text-any-question,Text Any Question,63336,external_id,802811df-a92a-4226-aae1-2985e1ae48fa
17070,/advert/stella-mccartney/stella,Stella,Stella McCartney,external_id,de86dd26-153f-4084-b919-8ffcb5e9685d
17336,/advert/bell's/jackie,Jackie,Bell's,external_id,7e5c30d5-2bb2-40aa-a67e-7ef29e74d4cf
17596,/advert/need-for-speed/shift,Shift,Need For Speed,external_id,5ed20989-1123-4988-91d3-a9dc0f20f388
17856,/advert/carlsberg/christmas-crackers,Christmas Crackers,Carlsberg,external_id,2bcde095-d274-4305-b256-2056e48a70a7
18011,/advert/tesco/half-price-christmas-specials,Half Price Christmas Specials,Tesco,external_id,f99df001-32ff-47d9-897d-faf16e9ef2cb
18219,/advert/primula/enjoy-primula-this-christmas,Enjoy Primula This Christmas,Primula,external_id,3ce6deb1-422a-4f22-9ebb-476d5658a950
18547,/advert/kfc/hot-rods---it-support,Hot Rods - IT Support,KFC,external_id,4e784ab2-8de6-4aa1-b495-8b7a5a65caee
19411,/advert/blackberry/love-what-you-do---dance,Love What You Do - Dance,BlackBerry,external_id,bb732523-afe7-49a6-b44b-f4f04e92c357
19474,/advert/qd-stores/golden-ticket,Golden Ticket,QD Stores,external_id,c38ec48a-527e-4c0c-95a3-f73388e1a947
19965,/advert/mail-on-sunday/the-three-tenors-christmas,The Three Tenors Christmas,Mail On Sunday,external_id,b7cd1b44-9e48-47df-a8ec-9b6a49de69d8
20043,/advert/sean-john/i-am-king,I Am King,Sean John,external_id,b5d674c1-27db-4cec-b623-ce8723038fc1
20072,/advert/canon/pen---point-%26-shoot,Pen - Point & Shoot,Canon,external_id,095b115a-1c3b-4cde-b8d6-a8830779edaf
20396,/advert/sony/christmas-make.believe,Christmas Make.Believe,Sony,external_id,440cb21c-f678-448e-bce1-d0debda161a5
20414,/advert/play.com/dvd-box-sets,DVD Box Sets,Play.com,external_id,e573d6ff-47e9-4d81-ace0-250031022f46
20457,/advert/xbox-360/call-of-duty---modern-warfare-2,Call Of Duty - Modern Warfare 2,Xbox 360,external_id,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
20663,/advert/george-michael/live-in-london,Live In London,George Michael,external_id,1158e64c-656a-4373-988d-5c17c4e93430
20682,/advert/seal/hits,Hits,Seal,external_id,4a3d55e0-a705-4402-b2b2-9b478d092fed
20697,/advert/jimmy-carr/telling-jokes,Telling Jokes,Jimmy Carr,external_id,9d035e8c-69c0-4154-be56-9e8ee97ffc29
20951,/advert/lotto/christmas-scratchcards,Christmas Scratchcards,Lotto,external_id,eebf40ef-18d8-4c49-8cc7-1533765727fa
